,tweet,Primary Emotion
197,Raset – #NODAPL [HD] (official video ) – Duration: 1:43. https://t.co/S0XlRtmRkj https://t.co/H5qragU5kV,neutral
198,"""We're going to fight you every step of the way."" 
#NoDAPL #NoKXL #resist https://t.co/pP7O7b3eUA",fear
199,Oil Placed in Dakota Access Pipeline Under Lake Oahe https://t.co/wufq8tdHdI #NoDAPL #StandingRock #WaterIsLife,fear
200,The pipeline wasn’t good enough for the city’s environmental standards. #NoDAPL https://t.co/epTPAXEyCB,fear
201,"credit to Jean Roach 
We Continue Our FIGHT To Protect Unci Maka! NOW We Are EVERYWHERE!!! WATER PROTECTORS #NODAPL #MNIWICONI https://t.co/5HSG1HPKLi",fear
202,Beauty and brutality at Standing Rock protests https://t.co/USjIH6muR8 #NoDAPL #StandingRock #WaterIsLife,fear
203,Raset – #NODAPL [HD] (official video ) – Duration: 1:43. https://t.co/WyX76Zngod https://t.co/6TQOsUdFeu,neutral
204,Two Councilmen Move To Divest L.A. From Wells Fargo Over Dakota Access Pipeline https://t.co/14q9QEoWcI #NoDAPL #StandingRock #WaterIsLife,fear
205,"I had respect for you, @JustinTrudeau, until you disrespected my Native American sisters &amp; brothers with your goddamn oil pipelines. #NoDAPL",anger
206,"Oil in #DAPL this week.
#NODAPL #Oahe #lakeOahe 
#BakkenOil 

https://t.co/iEN2QqNHnL",fear
207,#POTUS will destroy the environment on behalf of his wealthy cronies. #NoDAPL #WaterIsLife https://t.co/eSEYoP6wxV,fear
208,"Divest from these crooks! #NoDAPL #NoKXL 

Wronged Wells Fargo customers are finally getting a bit of payback.
Wells…https://t.co/8kSATgsYoh",fear
209,@SenReneGarcia @RepMannyDiazJr WR is destroying our homes. Time to get @NoDAPL to join us @nomoreblasting @PSNCivic @TheHRH @RealJamesWoods,anger
210,DAPL pressure tests Standing Rock River line with real oil.💥😳 #NoDAPL #NoKXL  https://t.co/otc6mfClSp,fear
211,RT @4n0nc47: The Standing Rock Sioux tribe celebrates yet another bank from divesting in the Dakota pipeline. #NoDAPL ✊🏼 https://t.co/vTmBK…,fear
212,"LA Divestment from #NoDAPL Wells Fargo: Amazing Group Effort of SoCal Indigenous Community, Divestment Activists,... https://t.co/PIGDtYqxXp",fear
213,Ray Cook: Unity lost after #NoDAPL camps close in North Dakota #NativeNationsRise https://t.co/RcCcT98WV1 https://t.co/hpttiaF3DB,sadness
214,BREAKING Los Angeles Moves Towards Divesting from Wells Fargo over the Dakota Access Pipeline #NoDAPL @wakiyan7  https://t.co/4bnpkecL3z,fear
215,Dropping Science: Tzeporah Berman URL-bombed at Vancouver Rally https://t.co/oA22LGIA4O #NoDAPL,anger
216,Upset at this promoted campaign on @Twitter trying to completely undermine the #StandingRock Sioux Nation. #WaterIsLife #NoDAPL https://t.co/WJ90D9Jfv6,fear
217,"#USA #InternetPrivacy Poof!!! Disappeared 🤣🤣🤣
#Resist #Resistance #TheResistance
#MAGA #tcot #ccot
#FeelTheBern #StillSanders #NoDAPL #VIRAL https://t.co/NmlqKnDSBI",fear
218,Oil Placed in Dakota Access Pipeline Under Lake Oahe - Truthdig https://t.co/XzkphtsQ2J #NoDAPL,fear
219,A timeline of the Dakota Access oil pipeline https://t.co/q0EqX8oLbr #NoDAPL #StandingRock #WaterIsLife,fear
220,Stand Up / Stand N Rock #NoDAPL (Official Video) https://t.co/znc1ropVVM via @YouTube,fear
221,UC-Irvine students: Wells Fargo branch on campus is 'unacceptable' https://t.co/tVpDcrxcG7 #NoDAPL #StandingRock #WaterIsLife,fear
222,Take the Pledge!  Stop Keystone XL and DAPL. Join the Pipeline Pledge of Resistance. #noKXL #noDAPL https://t.co/JbRJragI2F,fear
223,Donald Trump boasts about approvals for Dakota Access and Keystone XL #NoDAPL #NoKXL #NativeNationsRise https://t.co/iyuDs4YiYe…,fear
224,It’s official: Oil is making way through Dakota Access pipeline. Energy Transfer Partners confirmed Monday. #NoDAPL https://t.co/6YfOvBZybN,fear
225,"""Trump’s dangerous &amp; legally questionable attempt to ignore the environmental review will be met with fierce resistance"" -@Bruneski #NoDAPL",anger
226,ING Bank just divested their #DAPL financing – we all helped to change their mind  https://t.co/lpgZbJhreW #resist #divest #noKXL #noDAPL,fear
227,#DAPL #NoDAPL Boycott Warren #CherokeeCreek MusicFest #musicroadrecord #musicroadradio @Sunoco @Phillips66Gas @MarathonOil @stripesstores https://t.co/0f7ewjAr8x,fear
228,"SHUT DOWN BofA UNTIL CONGRESS SHUTS DOWN THE PIPELINE
Call 800.732.9194 MobPhones DisruptBusiness
#NoDAPL #NoKXL #TAIRP #Resistance #TAIRP https://t.co/aldEapkzkq",fear
229,Sickening #noDAPL https://t.co/ZxmW7AIr58,sadness
230,"Melendungo, the Italian #NODAPL is called #NOTAP https://t.co/1TedMxY0v2",fear
231,@StateDept do you condemn the treatment of peaceful protesters at standing rock ??? #NoDAPL #standingrock I think not ffs,fear
232,Our newest yogini Ms Willow Dakota #nodapl triple fire sister 🔥🔥🔥✊🏼💗 https://t.co/DqveqQWcRS,joy
233,Lost and Awaiting a Real Ending to NoDAPL Fight https://t.co/ZbTiTTBi1p,sadness
234,"Avaaz: Imperialist Pimps of Militarism, Protectors of the Oligarchy, Trusted Facilitators of War | Part I, https://t.co/WR9I9TgN6R #NoDAPL",fear
235,"Bank of America is lending $350M to build the Dakota Access Pipeline. Stop the money, stop a pipeline. #NoDAPL https://t.co/H6wVTOVmok",fear
236,Tribes' battle over Dakota Access pipeline not over https://t.co/Sh7WTiAnlY (@ap) #NoDAPL,fear
237,"Cheyene River Sioux Tribe Continues to Battle DAPL in Court.
#NoDAPL #MniWiconi https://t.co/00gg8kg4YQ",fear
238,The latest bgreen wrap up &amp; recycle! https://t.co/0CXlrctuRZ Thanks to @bookmeme #nodapl,joy
239,"Stand Fast, Chase Iron Eyes!
#MniWiconi #WaterIsLife #NoDAPL https://t.co/AdDp7l0TsY",fear
240,"#NoDAPL was about ""protecting water supplies, but it was far more about history, about a very long and deep history"" https://t.co/d5C4OWYSHb",fear
241,If you have accounts with @WellsFargo please consider moving to a new bank. #NoDAPL,fear
242,A'Ho to the City of Angels! #NextToDivest #NoKXL #NoDAPL https://t.co/IIhg0n4PQk,fear
243,"📽The NoDAPL film #AWAKE will premiere at the #TribecaFilmFestival, with proceeds going to the Indigenous Media Fund &amp; Pipeline Fighters Fund https://t.co/F6iOy565hJ",fear
244,Philanthropic Colonization https://t.co/VAVy1FY5Ca #NoDAPL,joy
245,@OliverRobbs @10000Spirits &amp; then we wonder how they're passing laws so drivers could 'legally' run over the native #NoDAPL protesters,fear
246,Lost and Awaiting a Real Ending to NoDAPL Fight https://t.co/C3xXcNX1Y6 #Opinions #NativeAmerican #Rez,sadness
247,"Slide from lecture for this morning.  @wustl pride.

#divest #nodapl #nokxl  #dirtycoal #defendscience

Maintain your dignity, fight back. https://t.co/gmq7lDmrae",fear
248,"Earth2Trump coming to State Theatre in Portland Maine on April 5, 7pm. #NoDAPL #Standing Rock https://t.co/w8HZGSaNZA",fear
249,Standing Rock Tribe's battle over Dakota Access pipeline not over https://t.co/wmGJ3S70oP #NoDAPL #StandingRock #WaterIsLife,fear
250,@capitalonejobs push for #DivestDapl all those babies need clean water #renewables ##NoDAPL #NoKXL #indigenousdeservebetter,fear
251,"30 years of oil and gas pipeline disasters, mapped. THIS is why we say #NoKXL #NoDAPL...https://t.co/1MKa3jAtBq https://t.co/m2hDGdh4fv",fear
252,The Latest: Tribes: Oil flow isn't end of pipeline battle https://t.co/WoxNjIxicb #NoDAPL #StandingRock #WaterIsLife,fear
253,#NativeAmerican were/are correct. Water is life and we just have 1 earth. #NoDAPL This spill is in North Dakota. #pipeline https://t.co/e7q2sc4dsj,fear
254,"@BBVA What did #StandingRock Sioux say when you met with them? Clean and ethical investments NOW! #NoDAPL #DivestDAPL
@el_pais@bbcmundo",fear
255,Native women from the frontlines of Standing Rock are now in Norway until April 2. #NoDAPL https://t.co/zwiuCE52Ro,fear
256,"@BBVA What did #StandingRock Sioux say when you met with them? Clean and ethical investments NOW! #NoDAPL #DivestDAPL 
@el_pais,@bbcmundo",fear
257,Stop Keystone XL and DAPL. Join the Pipeline Pledge of Resistance. #noKXL #noDAPL https://t.co/B5PVEd5rQr,fear
258,@thehill But says nothing about #NoDAPL #Flint any of the cabinet appt.s or anything else that matters. She's out for herself #GoAwayHillary,fear
259,"Umm, today the Liberty Bell gets Cracked Again

#nodapl",sadness
260,"And don't park that dumb white settler stagecoach in front of @wustl business school again.  

#nodapl #DivestDAPL 
@wellsfargo #STLouis https://t.co/IXL5v9V2FO",fear
261,McKibben's Divestment Tour – Brought to You by Wall Street [Part X of an Investigative Report] [Targeting https://t.co/uzcEXB59k2 #NoDAPL,fear
262,"@JedGarren @b_ofrights Like an Aussie profile saying ""put another shrimp on the barbie, and oh yeah NoDAPL""",surprise
263,@WaterAidAmerica @tifflangston @Medium @UN_Water @WorldBankWater @antonioguterres...&amp; the @UN sectetary gen.were incompetent2✋ #NoDAPL😠!,fear
264,Tomorrow we ask BBVA to divest in DAPL via social media  #OurMoneyYourPower #NoDAPL #DivestDAPL https://t.co/hFeIZt0GR7 https://t.co/NHWX4a0T6B,fear
265,Trump expected to sign executive order slashing Obama-era climate regulations https://t.co/l8dITMIIg8 #NoDAPL #StandingRock #WaterIsLife,fear
266,higher resolution.... Raset - #NODAPL [HD] (officiall video ) https://t.co/B1mQWCx7hF via @YouTube,neutral
267,Worried about Big Bend and McDonald Observatory .. When #NoDAPL is Trans Pecos Pipeline .. destruction for oil to... https://t.co/iCCPtOq7tB,fear
268,"US water protectors should do the same at the 9th annual Pipeline Energy Expo in Tulsa, Oklahoma on April 4-6th. #NoDAPL #NoKXL https://t.co/vWdng9ukwS",fear
269,"Join us tomorrow 30 March in #Berlin, for an online day of action @DeutscheBank to #DivestDAPL #WaterIsLife #NoDAPL https://t.co/yetKPjZRYO https://t.co/7Q8OoYoTrT",fear
270,"in resistance spaces, volunteering, marches #BLM #NoDAPL I see big % are women. we're stepping up, leading. if nice = silenced, no more nice https://t.co/dw5bwnc5LN",fear
271,Sign To Help Al Franken Defend The NoDAPL Water Protectors! https://t.co/lBSLUEHVph,fear
272,It’s official: Oil is making its way through the Dakota Access Pipeline #NoDAPL https://t.co/dwQMMcLjgz via @grist,fear
273,Seattle City Council Could Go Further to Oppose Keystone XL Pipeline https://t.co/og0FPGBEm3 #NoDAPL #StandingRock #WaterIsLife,fear
274,"Require self-funded liability insurance for every guard &amp; law officer. Nothing else has worked..
#CLOSERikers #DefundPolice #NoDAPL #NoKXL https://t.co/0P9CIAxwDf",fear
275,Stop Keystone XL and DAPL. Join the Pipeline Pledge of Resistance. #noKXL #noDAPL https://t.co/dniNJIYVay,fear
276,"Hey,  use the private message button to get help defunding DAPL #NoDAPL https://t.co/u936p7g3GS",fear
277,"Retweeted Maria (@GliOperai):

We are protectors not protestors #NoTap @NoDAPL #NoDAPL please support us... https://t.co/CBtKitlyPL",fear
278,Bolibya? Juan Carlos Zambrana sets the Record Straight on the Destabilization Campaign Against Morales Led https://t.co/9kxCvWhJb3 #NoDAPL,fear
279,Police charge again #NOTAP protesters in front of t gas pipeline site construction #Salento https://t.co/38dLoKb1BA @radiondadurto #NoDAPL https://t.co/xbnR70cXs2,anger
280,Still fighting in the courts. We will not let this go. #noDAPL https://t.co/0osIiy8F77,anger
281,Philippines Typhoon Disaster: The Right Place to Send Your Urgently Needed Donation https://t.co/mIEE1PFyHH #NoDAPL,fear
282,"On staying positive &amp; building #climatehope ""This fight is far from over"" @WECAN_INTL #NoDAPL #resist #leadonclimate https://t.co/38GZhwS0Od",fear
283,"#WaterIsLife #NoDAPL #DivestNOW

DC, let's get this done! 

#DefundDAPL now. https://t.co/MphiTpRMpD",fear
284,LOL ok. #dakotapipeline #NoDAPL https://t.co/JcQAcIDbgi,joy
285,"STANDING WITH STANDING ROCK 
WE WON'T BE TERRORIZED THE SONG &amp; VIDEO 
WATCH HERE: &gt;&gt; https://t.co/Mxf2WwjivX
#NODAPL
#NorthDakota",fear
286,@JonathanJPowers @TulsiGabbard NoDAPL protesters,anger
287,#NoDAPL Rally Los Angeles 6 – Duration: 1:36:38. https://t.co/WH3Gzul2w2 https://t.co/VvnS0doj2W,neutral
288,#NoDAPL Rally Los Angeles 6 – Duration: 1:36:38. https://t.co/70aqLDQbJU https://t.co/LQRGoJI1kQ,neutral
289,RT @telesurenglish: The Standing Rock Sioux tribe celebrates yet another bank from divesting in the Dakota pipeline. #NoDAPL ✊🏼 https://t.c…,fear
290,#amazingIndigenousArtist is @dallasgoldtooth member of the @1491s strong advocate for #NoDAPL  https://t.co/8ZLFWfNPUd,fear
291,Ain't a dime's difference between Trump &amp; Trudeau re: extractive industries https://t.co/IRjx7HWZWB #NoKXL #NoDAPL,fear
292,"@CreditSuisse , @UBS: weren't red flags by #Reprisk a fat enough reason to dump DAPL companies as clients a while ago already? #NoDAPL https://t.co/ySEKO6YBn8",fear
293,"Standing Rock: Profusion, Collusion &amp; Big Money Profits [Part 3] https://t.co/IeoFpvQAp4 #NoDAPL",fear
294,Survival of the Richest or Radical Living https://t.co/ZBLDsciR6d #NoDAPL,fear
295,"Powerful music video ""Can You See Me? (Hands in the Air)"" by Alicia Saldenha. #blacklivesmatter #elections #noDAPL https://t.co/ZE7ouifnBN",fear
296,How many times does the water have to be poisoned for us to understand we cannot allow anymore pipelines/mining? #NoDAPL,fear
297,"#northdakota : stop the #pipeline !
#NoDAPL #NoKXL #NOTAP https://t.co/RV1aeuVjob",fear
298,it doesn't matter what people say who don't care or don't know (yet). WE CARE AND WE KNOW AND FIGHT FOR #NoDAPL.,anger
299,@Irishlassis @Wonderful for us all 🙂. because it concerns us all. #NoDAPL,fear
300,That's ridiculous! She and the water protectors didn't do anything wrong or unlawful. #NoDAPL #NoKXL #WaterProtectors #ClimateChange #Resist https://t.co/DJ9Oq1fW3O,anger
301,@BBVACompass @BNPParibas @SunTrust #BayernLB #nataxis stop financing the ILLEGAL Dakota Access Pipeline! #NoDAPL,fear
302,#SumitomoMitsuiBank @TDBank_US @CreditAgricole @intesasanpaolo @SocieteGenerale stop financing the illegal DAPL! #NoDAPL,fear
303,Raset – #NODAPL [HD] (officiall video ) – Duration: 1:43. https://t.co/S0XlRtmRkj https://t.co/z8GOz09MJg,neutral
304,#MizuhoBank #BankofTokyoMitsubishiUFJ @Citi @WellsFargo @CitizensBank stop financing the ILLEGAL Dakota Access Pipeline! #NoDAPL,fear
305,@DeutscheBank @CreditSuisse @Chase @BankofAmerica @UBS stop financing @SXLupdates +energytransferpartners of illegal DAPL! #NoDAPL,fear
306,"@gabs_in_la awesome, Gabriela! #NoDAPL  @BankofAmerica",fear
307,Raset – #NODAPL [HD] (officiall video ) – Duration: 1:43. https://t.co/WyX76Zngod https://t.co/7wMm9bEhf9,neutral
308,35 full-time US jobs and a buttload of money - if we offered the same but with 40 jobs could we stop it? Or have a functional EPA? #NoDAPL https://t.co/ZM4ZZ9bfdf,fear
309,North American Indigenous Peoples Caucus Credibility Issue https://t.co/aEOPzKosZG #NoDAPL,fear
310,MERCER - Move (Original Mix) by Deniise Ogleby NODAPL A Native always on SoundCloud https://t.co/Gk9arhiGEK,neutral
311,Seattle Just Divested Billions From Wells Fargo Over Dakota Access Pipeline https://t.co/e1zupTHwXm #NoDAPL #StandingRock #WaterIsLife,fear
312,The Dakota Access Pipeline Fight Fuels Battles Across the Country https://t.co/g58WmUlfVR #NoDAPL #StandingRock #WaterIsLife,fear
313,#WaterIsLife. How can big banks justify funding Dakota Access pipeline? Tell them to divest! #NoDAPL @SierraRise https://t.co/mfdlVNnbGy bad,fear
314,"The cutting, deplorable irony of the second sentence should get whoever writes this shit fucking fired.  #NoDAPL https://t.co/5FgtKYRJZd",fear
315,Seems straightforward to me... #NoDAPL #abolitionnow https://t.co/9dRTXHtSuQ,fear
316,"Avaaz: Imperialist Pimps of Militarism, Protectors of the Oligarchy, Trusted Facilitators of War | Part II, https://t.co/IncXbUnCFW #NoDAPL",fear
317,In Conversation: Standing With Standing Rock https://t.co/WODw4obXfD #NoDAPL #StandingRock #WaterIsLife,fear
318,".@MaddowBlog @maddow Under Estimated? ""spineless"" https://t.co/Wj8aFExioF—#WroteInBernie #WaterIsLife #NoDAPL https://t.co/xAt2wHiIyR",fear
319,"@MyronDewey @truthout Yay!! And thanks to you, and others for sharing the story and helping people to see the many issues. #NoDAPL!!!",fear
320,Earth2Trump coming to Great Hall at Cooper Union in NYC on April 21 at 7pm. #NoDAPL #Standing Rock https://t.co/9FcrkHhlEa,fear
321,The remarks were uncalled for but people are feeling emboldened by the treasonous little traitor in the white house. #NoDAPL #TrumpTyranny https://t.co/Nkd33129z3,fear
322,"The angels say: Be strong x
https://t.co/l3ojrpiYoX
#angelicreiki #angels #love #reiki #freedom #universallove #angelic #meditation #noDAPL https://t.co/jBpjJlrjzi",joy
323,#100% KXL BS | Down the Pipeline Rabbit Hole https://t.co/9mVrB6iRtA #NoDAPL,fear
324,"From Stable to Star – The Making of North American ""Climate Heroes"" https://t.co/8Za8Q6TR9k #NoDAPL",fear
325,The Western idea of private property is flawed. Indigenous peoples have it right https://t.co/yEed9LtNyF #NoDAPL #StandingRock #WaterIsLife,fear
326,@Ask_WellsFargo @ShaunKing Start with divesting​ from DAPL. #NoDAPL,fear
327,"If you thought Randy Blythe's lyrics were good, just wait. #NoDAPL #waterislife https://t.co/VfYld2J4W0",fear
328,So what's everyone'$ thoughts on the whole #DAPL #NODAPL thing let me know? I JUST LOVE THE… https://t.co/TyPuEidlkg,anger
329,"I support these troops, because America is being invaded. (By America. For oil, which must stay in the soil.) #NoDAPL #NoKXL https://t.co/hPy5UKLwmZ",fear
330,The KeystoneXL Greenwash - Pipeline to the White House? https://t.co/OEYcThBYJz #NoDAPL,fear
331,@ShaunKing @WellsFargo I have been a customer for 20 years and have 5 accounts and I am in the process of divesting! #NODAPL #DIVEST,sadness
332,Tonite @frog_clan_man &amp; I guest lectured on Understanding AI/AN Contexts &amp; #standwithstandingrock to master of social work students #NoDAPL https://t.co/d5VwSorXQk,fear
333,Two-spirit Indigenous activists have been on the front lines of #NoDAPL — and they showed up at the White House: https://t.co/fq55dO6R44 https://t.co/pTpFC8LZyy,fear
334,#NorthDakota Oil Spill Vastly Underestimated as Trump Approves KXL https://t.co/qNZoLbFmRn #NoDAPL,fear
335,Why Washington was a no show at human rights hearings https://t.co/MdoawdYYuL #NoDAPL #StandingRock #WaterIsLife,fear
